"sku","product_type","attribute_set_code","name","shortname","brand","manufacturer","trademark_owner","type_of_product","smart_cat","format","pouches_can","piece_box","net_weight_g","portionsize","weight_per_piece_g","net_weight_oz","coreflavor","flavor","is_unflavored","mixpack","multiplack","type_of_nicotine","nicotinemg","nicotine_mg_pouch","nicotine_mg_tablet","nicotine_mg_lozenge","nicotine_mg_gum","nicotine_mg_bit_or_plug","nicotine_mg_cotton_ball","country_of_manufacture","short_description","description","small_image","thumbnail_image","moisture","nicotine_strength","nikotinstyrka","unit","units_per_sku","contains_tobacco","contains_nicotine","ingredient_list","product_characteristics","product_websites","base_image","gallery_images","calculated_US_dots_pouch","Strength_w_suffix","GTIN","Allow_California_Sales","Allow_Alabama_Sales"
"FRE-16604-test2","Simple","Nicotine Pouches, Synthetic","FRE Mint 12mg test2","FRE Mint 12mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","9.98","0.50","","0.352","Mint","Mint","No","No","No","Synthetic Nicotine","24.0","12.0","","","","","","India","FRE Mint 12mg pouches have the flavor and cooling effect of mint.","<h2>Key Features</h2><ul> <li>A taste of the cooling effect of mint</li><li>Enjoy nicotine without tobacco</li><li>Spit-free, mess-free, smoke-free</li><li>Made with pre-primed technology</li></ul><h3>Explore FRE Mint 12mg Nicotine Pouches</h3><p>FRE Mint 12mg nicotine pouches deliver a tobacco-free nicotine experience with a cooling effect of mint. These pouches are made with synthetic nicotine and contain no tobacco leaf or derivatives, providing a smoke-free and spit-free option. Designed for quick nicotine release, they offer convenience and long-lasting use.</p><p>Each can contains 20 pouches, with 12mg of nicotine per pouch. These pouches can be purchased individually or in multipacks of 5, 10, 25, and 50 through Nicokick. The Mint is also available in 6mg, 9mg and 15mg nicotine strengths.</p><h3>FRE Overview</h3><p><a href=""https://nicokick.com/us/nicotine-pouches/fre"">FRE</a> produces nicotine pouches using pre-primed technology for a consistent experience. The lineup includes a variety of flavors and nicotine strengths, ranging from 6mg to 15mg per pouch.</p>","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df1138033b373e4e08a/FRE-Mint-12mg-01_kin635.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df1138033b373e4e08a/FRE-Mint-12mg-01_kin635.png?s=1200x","","Extra Strong","4","Can","1","No","Yes","Microcrystalline Cellulose, Water, Xylitol, Propylene Glycol, Flavorings, Nicotine, Tartaric Acid, Flavorant, Sodium Bicarbonate, Sodium carbonate,Hydroxypropyl cellulose, Sodium Chloride, Sucralose, Gum arabic.","Contains Nicotine,Contains Artificial Sweetners,Contains Flavoring,Contains Salt","Nicokick US,Northerner US","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df1138033b373e4e08a/FRE-Mint-12mg-01_kin635.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df1138033b373e4e08a/FRE-Mint-12mg-01_kin635.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df18ae4bae40ee15245/FRE-Mint-12mg-02_k7f3ky.png?s=1200x","4","12.0 mg/pouch","840158608389","","Yes"

