"sku","product_type","attribute_set_code","flavor_name","name","brand","manufacturer","trademark_owner","type_of_product","smart_cat","format","pouches_can","piece_box","net_weight_g","portionsize","weight_per_piece_g","net_weight_oz","coreflavor","flavor","is_unflavored","mixpack","multiplack","type_of_nicotine","nicotinemg","nicotine_mg_pouch","nicotine_mg_tablet","nicotine_mg_lozenge","nicotine_mg_gum","nicotine_mg_bit_or_plug","nicotine_mg_cotton_ball","country_of_manufacture","short_description","description","moisture","nicotine_strength","nikotinstyrka","unit","units_per_sku","contains_tobacco","contains_nicotine","ingredient_list","product_characteristics","product_websites","calculated_US_dots_pouch","Strength_w_suffix","base_image","small_image","thumbnail_image","GTIN","insights_name","Allow_Alabama_Sales","Allow_California_Sales","bundle_values","bundle_weight_type","shortname"
"ALP-MIX3MG-test","Bundle","Nicotine Pouches, Synthetic","ALP Mixpack 3mg","ALP Mixpack 3mg TEST","ALP","AVB International","ALP Supply Co","All White Portion","All White Portion","Slim","20","","10.0","0.50","","0.353","Mixed","Mint,Wintergreen,Tropical Fruit,Sweet","No","Yes","No","Synthetic Nicotine","6.0","3.0","","","","","","","Try all ALP 3mg flavors with one of our Northerner mixpacks!","<h2>[UPDATED] Included in the Mixpack:</h2><ul><li><strong>1x</strong> ALP Refreshing Chill 3mg</li><li><strong>1x</strong> ALP Mountain Wintergreen 3mg</li><li><strong>1x</strong> ALP Chilled Mint 3mg</li><li><strong>1x</strong> ALP Sweet Nectar 3mg</li><li><strong>1x</strong> ALP Tropical Fruit 3mg</li></ul><h2>Discover ALP 3mg Mixpack</h2><p>Sample the full range of ALP's 3mg nicotine pouches with this mixpack, which includes five different cans—each representing one of the available flavors. Whether you lean toward mint varieties or prefer fruity options, this pack provides a selection to explore.</p><p>Each pouch delivers 3mg of nicotine, a less intense strength level. The pouches are moist, tobacco-free, and contain synthetic nicotine. Each can includes 20 pouches.</p>","","Normal","","Pack","","No","Yes","","","Northerner US,Nicokick US","1","3.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/82/76/df/69/69df768275818b496046425f/ALP-MIX3MG-01.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/82/76/df/69/69df768275818b496046425f/ALP-MIX3MG-01.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/82/76/df/69/69df768275818b496046425f/ALP-MIX3MG-01.png?s=1200x","","","","","Primary bag [type=checkbox|required=1|option_position=1|sku=ALP-MIX6MG|selection_qty=2|is_default=0|selection_can_change_qty=1|position=1]","Dynamic","ALP Mixpack 3mg"
